id,name,income
16085,"Valley County, Idaho",60285.00
16087,"Washington County, Idaho",43402.00
17001,".Adams County, Illinois",55174.00
17003,".Alexander County, Illinois",35249.00
17005,".Bond County, Illinois",54800.00
17007,".Boone County, Illinois",74507.00
17009,".Brown County, Illinois",55327.00
17011,".Bureau County, Illinois",56099.00
17013,".Calhoun County, Illinois",56099.00
17015,".Carroll County, Illinois",51963.00
17017,".Cass County, Illinois",52486.00
17019,".Champaign County, Illinois",53251.00
17021,".Christian County, Illinois",52936.00
17023,".Clark County, Illinois",54092.00
17025,".Clay County, Illinois",45427.00
17027,".Clinton County, Illinois",66597.00
17029,".Coles County, Illinois",47291.00
17031,".Cook County, Illinois",63347.00
17033,".Crawford County, Illinois",52313.00
17035,".Cumberland County, Illinois",60572.00
17037,".DeKalb County, Illinois",63274.00
17039,".De Witt County, Illinois",55300.00
17041,".Douglas County, Illinois",56976.00
17043,".DuPage County, Illinois",93540.00
17045,".Edgar County, Illinois",51577.00
17047,".Edwards County, Illinois",51280.00
17049,".Effingham County, Illinois",60773.00
17051,".Fayette County, Illinois",47484.00
17053,".Ford County, Illinois",55357.00
17055,".Franklin County, Illinois",42071.00
17057,".Fulton County, Illinois",51258.00
17059,".Gallatin County, Illinois",43330.00
17061,".Greene County, Illinois",47314.00
17063,".Grundy County, Illinois",79348.00
17065,".Hamilton County, Illinois",53028.00
17067,".Hancock County, Illinois",53553.00
17069,".Hardin County, Illinois",41713.00
17071,".Henderson County, Illinois",53632.00
17073,".Henry County, Illinois",58042.00
17075,".Iroquois County, Illinois",55247.00
17077,".Jackson County, Illinois",41445.00
17079,".Jasper County, Illinois",54552.00
17081,".Jefferson County, Illinois",47425.00
17083,".Jersey County, Illinois",59117.00
17085,".Jo Daviess County, Illinois",56832.00
17087,".Johnson County, Illinois",53884.00
17089,".Kane County, Illinois",79834.00
17091,".Kankakee County, Illinois",53884.00
17093,".Kendall County, Illinois",93345.00
17095,".Knox County, Illinois",44553.00
17097,".Lake County, Illinois",87336.00
17099,".LaSalle County, Illinois",54063.00
17101,".Lawrence County, Illinois",43767.00
17103,".Lee County, Illinois",54915.00
17105,".Livingston County, Illinois",59323.00
17107,".Logan County, Illinois",52959.00
17109,".McDonough County, Illinois",42887.00
17111,".McHenry County, Illinois",86268.00
17113,".McLean County, Illinois",67087.00
17115,".Macon County, Illinois",50684.00
17117,".Macoupin County, Illinois",53409.00
17119,".Madison County, Illinois",60121.00
17121,".Marion County, Illinois",46096.00
17123,".Marshall County, Illinois",57422.00
17125,".Mason County, Illinois",48764.00
17127,".Massac County, Illinois",43783.00
17129,".Menard County, Illinois",74872.00
17131,".Mercer County, Illinois",58384.00
17133,".Monroe County, Illinois",88481.00
17135,".Montgomery County, Illinois",53138.00
17137,".Morgan County, Illinois",48976.00
17139,".Moultrie County, Illinois",59901.00
17141,".Ogle County, Illinois",61794.00
17143,".Peoria County, Illinois",56478.00
17145,".Perry County, Illinois",49965.00
17147,".Piatt County, Illinois",67460.00
17149,".Pike County, Illinois",47815.00
17151,".Pope County, Illinois",43053.00
17153,".Pulaski County, Illinois",38400.00
17155,".Putnam County, Illinois",66319.00
17157,".Randolph County, Illinois",53607.00
17159,".Richland County, Illinois",48152.00
17161,".Rock Island County, Illinois",52642.00
17163,".St. Clair County, Illinois",58222.00
17165,".Saline County, Illinois",40761.00
17167,".Sangamon County, Illinois",62242.00
17169,".Schuyler County, Illinois",52018.00
17171,".Scott County, Illinois",55198.00
17173,".Shelby County, Illinois",56509.00
17175,".Stark County, Illinois",52651.00
17177,".Stephenson County, Illinois",47357.00
17179,".Tazewell County, Illinois",61508.00
17181,".Union County, Illinois",49716.00
17183,".Vermilion County, Illinois",44638.00
17185,".Wabash County, Illinois",53414.00
17187,".Warren County, Illinois",53532.00
17189,".Washington County, Illinois",66937.00
17191,".Wayne County, Illinois",50471.00
17193,".White County, Illinois",49507.00
17195,".Whiteside County, Illinois",57197.00
17197,".Will County, Illinois",86108.00
17199,".Williamson County, Illinois",46187.00
17201,".Winnebago County, Illinois",53795.00
